,Model,ME - Mean Error,MED - Median Error,MAE - Mean Absolute Error,MAED - Median Absolute Error,MAPE - Mean Absolute Percentage Error,MAPED - Median Absolute Percentage Error,RMSE - Root Mean Squared Error,R2 - Coefficient of Determination,Percentage error higher_5,Percentage error higher_10,Percentage error higher_25
Model,Precio medio por Barrio,-1171,-30482,171293,84912,50.16,50.0,319574,0.4,91.62132752992383,83.19912948857454,60.5386289445049
